city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Pongotan,Pongotan,7.1269,125.8975,Philippines,PH,PHL,Davao de Oro,,90786,1608561205
Pinamalayan,Pinamalayan,13.0364,121.4889,Philippines,PH,PHL,Oriental Mindoro,,90383,1608931779
Nasatta,Nasatta,34.1022,71.7964,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,90200,1586842057
Jalalpur Jattan,Jalalpur Jattan,32.6419,74.2033,Pakistan,PK,PAK,Punjab,,90130,1586822268
Victorias,Victorias,10.9,123.08,Philippines,PH,PHL,Negros Occidental,,90101,1608236440
Marudi,Marudi,4.1833,114.3167,Malaysia,MY,MYS,Sarawak,,90100,1458038564
Compostela,Compostela,7.67,126.08,Philippines,PH,PHL,Davao de Oro,,89884,1608079890
Bangkalan,Bangkalan,-7.0253,112.7519,Indonesia,ID,IDN,Jawa Timur,minor,89550,1360714643
Ipil,Ipil,7.7822,122.5867,Philippines,PH,PHL,Zamboanga Sibugay,admin,89401,1608307222
Surallah,Surallah,6.37,124.73,Philippines,PH,PHL,South Cotabato,,89340,1608974893
Polangui,Polangui,13.2922,123.4856,Philippines,PH,PHL,Albay,,89176,1608444152
Banga,Banga,6.3,124.78,Philippines,PH,PHL,South Cotabato,,89164,1608545440
Kalibo,Kalibo,11.7072,122.37,Philippines,PH,PHL,Aklan,admin,89127,1608268539
Hinigaran,Hinigaran,10.27,122.85,Philippines,PH,PHL,Negros Occidental,,88909,1608738002
Calabanga,Calabanga,13.7089,123.2161,Philippines,PH,PHL,Camarines Sur,,88906,1608274723
Passi,Passi,11.1,122.63,Philippines,PH,PHL,Iloilo,,88873,1608905309
Murcia,Murcia,10.6,123.03,Philippines,PH,PHL,Negros Occidental,,88868,1608306618
Bogo,Bogo,11.02,124,Philippines,PH,PHL,Cebu,,88867,1608673076
Bhakkar,Bhakkar,31.6278,71.0625,Pakistan,PK,PAK,Punjab,minor,88472,1586655125
Solana,Solana,17.6522,121.6914,Philippines,PH,PHL,Cagayan,,88445,1608155391
Echague,Echague,16.7056,121.6761,Philippines,PH,PHL,Isabela,,88410,1608221355
Aroroy,Aroroy,12.5125,123.3989,Philippines,PH,PHL,Masbate,,88351,1608024101
Prosperidad,Prosperidad,8.61,125.92,Philippines,PH,PHL,Agusan del Sur,admin,88321,1608461552
Alabel,Alabel,6.1023,125.2868,Philippines,PH,PHL,Sarangani,admin,88294,1608579431
Ban Laem Chabang,Ban Laem Chabang,13.0833,100.8833,Thailand,TH,THA,Chon Buri,,88271,1764108164
Jaffna,Jaffna,9.6647,80.0167,Sri Lanka,LK,LKA,North Central,admin,88138,1144005506
Tuban,Tuban,-6.9,112.05,Indonesia,ID,IDN,Jawa Timur,minor,87947,1360482232
Makilala,Makilala,6.97,125.08,Philippines,PH,PHL,Cotabato,,87927,1608709784
Baggao,Baggao,17.9347,121.7733,Philippines,PH,PHL,Cagayan,,87753,1608472700
Ende,Ende,-8.8333,121.65,Indonesia,ID,IDN,Nusa Tenggara Timur,minor,87723,1360796329
Calauan,Calauan,14.15,121.32,Philippines,PH,PHL,Laguna,,87693,1608352580
Baras,Baras,14.52,121.27,Philippines,PH,PHL,Rizal,,87637,1608108994
Western Bicutan,Western Bicutan,14.5094,121.0381,Philippines,PH,PHL,Taguig,,87508,1608357652
Maasin,Maasin,10.13,124.85,Philippines,PH,PHL,Southern Leyte,admin,87446,1608244406
San Fabian,San Fabian,16.15,120.45,Philippines,PH,PHL,La Union,,87428,1608702400
Chauk Azam,Chauk Azam,30.9648,71.217,Pakistan,PK,PAK,Punjab,,87376,1586262687
Calaca,Calaca,13.93,120.8131,Philippines,PH,PHL,Batangas,,87361,1608590026
Camiling,Camiling,15.6867,120.4131,Philippines,PH,PHL,Tarlac,,87319,1608136759
Bhola,Bhola,22.6833,90.65,Bangladesh,BD,BGD,Barishal,,87243,1050857393
Dipalpur,Dipalpur,30.6708,73.6533,Pakistan,PK,PAK,Punjab,,87176,1586506057
Binmaley,Binmaley,16.0323,120.269,Philippines,PH,PHL,Pangasinan,,86881,1608102609
Nabua,Nabua,13.4083,123.375,Philippines,PH,PHL,Camarines Sur,,86490,1608379220
Kalpitiya,Kalpitiya,8.2372,79.7628,Sri Lanka,LK,LKA,North Western,,86405,1144067438
Karanganyar,Karanganyar,-7.6033,110.9778,Indonesia,ID,IDN,Jawa Tengah,minor,86402,1360194209
Bantayan,Bantayan,11.2,123.73,Philippines,PH,PHL,Cebu,,86247,1608493740
Batticaloa,Batticaloa,7.717,81.7,Sri Lanka,LK,LKA,Eastern,,86227,1144464659
Cabiao,Cabiao,15.2522,120.8575,Philippines,PH,PHL,Nueva Ecija,,85862,1608607264
Guinobatan,Guinobatan,13.18,123.6,Philippines,PH,PHL,Albay,,85786,1608966710
Kharian,Kharian,32.8108,73.8647,Pakistan,PK,PAK,Punjab,,85765,1586004203
Pariaman,Pariaman,-0.6264,100.1178,Indonesia,ID,IDN,Sumatera Barat,minor,85485,1360811086
Batarasa,Batarasa,8.67,117.62,Philippines,PH,PHL,Palawan,,85439,1608320130
Tagaytay,Tagaytay,14.1,120.93,Philippines,PH,PHL,Cavite,,85330,1608593949
Dapitan,Dapitan,8.6549,123.4243,Philippines,PH,PHL,Zamboanga del Norte,,85202,1608014287
Pandacan,Pandacan,14.594,121.007,Philippines,PH,PHL,Manila,,84769,1608115179
Sumenep,Sumenep,-7.0049,113.8496,Indonesia,ID,IDN,Jawa Timur,minor,84656,1360439354
Sentani,Sentani,-2.5636,140.5146,Indonesia,ID,IDN,Papua,minor,84648,1360670830
Nabunturan,Nabunturan,7.6008,125.9656,Philippines,PH,PHL,Davao de Oro,admin,84340,1608879246
Bais,Bais,9.5907,123.1213,Philippines,PH,PHL,Negros Oriental,,84317,1608298426
Science City of Muñoz,Science City of Munoz,15.7153,120.9039,Philippines,PH,PHL,Nueva Ecija,,84308,1608795106
Athurugiriya,Athurugiriya,6.8687,79.9998,Sri Lanka,LK,LKA,Western,,84278,1144399714
Bangil,Bangil,-7.5978,112.7846,Indonesia,ID,IDN,Jawa Timur,minor,84240,1360140527
Heṭauḍā,Hetauda,27.4167,85.0333,Nepal,NP,NPL,Bāgmatī,admin,84000,1524551914
Bolinao,Bolinao,16.3881,119.8947,Philippines,PH,PHL,Pangasinan,,83979,1608471973
Baghlān,Baghlan,36.1328,68.7,Afghanistan,AF,AFG,Baghlān,minor,83490,1004943705
Taytay,Taytay,10.82,119.52,Philippines,PH,PHL,Palawan,,83357,1608175661
Maco,Maco,7.3619,125.8553,Philippines,PH,PHL,Davao de Oro,,83237,1608519654
Habiganj,Habiganj,24.3804,91.413,Bangladesh,BD,BGD,Sylhet,,83114,1050880972
Lakshmīpur,Lakshmipur,22.9443,90.8301,Bangladesh,BD,BGD,Chattogram,,83112,1050632014
Siaton,Siaton,9.07,123.03,Philippines,PH,PHL,Negros Oriental,,83082,1608000106
Kampong Trach,Kampong Trach,10.5585,104.4675,Cambodia,KH,KHM,Kampot,minor,83061,1116580812
San Antonio,San Antonio,15.3078,120.8533,Philippines,PH,PHL,Nueva Ecija,,83060,1608254250
Tual,Tual,-5.6368,132.7508,Indonesia,ID,IDN,Maluku,,82955,1360221504
Mabinay,Mabinay,9.73,122.92,Philippines,PH,PHL,Negros Oriental,,82953,1608313367
Wadala Sandhuan,Wadala Sandhuan,32.1833,74.4,Pakistan,PK,PAK,Punjab,,82835,1586959020
Tanjay,Tanjay,9.52,123.16,Philippines,PH,PHL,Negros Oriental,,82642,1608955515
Mian Channun,Mian Channun,30.45,72.3667,Pakistan,PK,PAK,Punjab,,82586,1586864091
Bhalwal,Bhalwal,32.2656,72.8994,Pakistan,PK,PAK,Punjab,,82556,1586233064
Calatrava,Calatrava,10.6,123.48,Philippines,PH,PHL,Negros Occidental,,82540,1608680606
Cukai,Cukai,4.2332,103.4479,Malaysia,MY,MYS,Terengganu,,82425,1458033606
Nakhon Sawan,Nakhon Sawan,15.7133,100.1353,Thailand,TH,THA,Nakhon Sawan,admin,82305,1764821078
Carmen,Carmen,7.3606,125.7064,Philippines,PH,PHL,Davao del Norte,,82018,1608601211
Ratodero,Ratodero,27.8,68.2833,Pakistan,PK,PAK,Sindh,,81935,1586891728
Jepara,Jepara,-6.5333,110.6667,Indonesia,ID,IDN,Jawa Tengah,minor,81920,1360703818
Ubay,Ubay,10.056,124.4729,Philippines,PH,PHL,Bohol,,81799,1608803591
Bhaktapur,Bhaktapur,27.6722,85.4278,Nepal,NP,NPL,,,81748,1524449093
Banco Filipino International Village,Banco Filipino International Village,14.4499,120.9996,Philippines,PH,PHL,Las Piñas,,81739,1608857586
Siasi,Siasi,5.5462,120.8145,Philippines,PH,PHL,Sulu,,81689,1608781969
Watampone,Watampone,-4.5386,120.3297,Indonesia,ID,IDN,Sulawesi Selatan,minor,81629,1360956480
Mandiraja Kulon,Mandiraja Kulon,-7.4722,109.5133,Indonesia,ID,IDN,Jawa Tengah,,81411,1360018564
Matalam,Matalam,7.08,124.9,Philippines,PH,PHL,Cotabato,,81355,1608220278
Buhi,Buhi,13.4347,123.5167,Philippines,PH,PHL,Camarines Sur,,81306,1608188485
Lambunao,Lambunao,11.05,122.48,Philippines,PH,PHL,Iloilo,,81236,1608674437
Bulacan,Bulacan,14.7928,120.8789,Philippines,PH,PHL,Bulacan,,81232,1608149284
Kapalong,Kapalong,7.5854,125.7052,Philippines,PH,PHL,Davao del Norte,,81068,1608204911
Dera Allahyar,Dera Allahyar,28.4167,68.1667,Pakistan,PK,PAK,Balochistan,minor,80908,1586853179
Kharan,Kharan,28.5833,65.4167,Pakistan,PK,PAK,Balochistan,minor,80806,1586588631
San Francisco,San Francisco,8.51,125.98,Philippines,PH,PHL,Agusan del Sur,,80760,1608328732
Malapatan,Malapatan,5.97,125.28,Philippines,PH,PHL,Sarangani,,80741,1608544416
Barili,Barili,10.12,123.53,Philippines,PH,PHL,Cebu,,80715,1608468753
Butterworth,Butterworth,5.4171,100.4,Malaysia,MY,MYS,Pulau Pinang,,80378,1458469233
Cabadbaran,Cabadbaran,9.12,125.53,Philippines,PH,PHL,Agusan del Norte,admin,80354,1608889253
Tagoloan,Tagoloan,8.53,124.75,Philippines,PH,PHL,Misamis Oriental,,80319,1608502082
Kathri,Kathri,26.4583,68.3192,Pakistan,PK,PAK,Sindh,,80000,1586828294
Jamshoro,Jamshoro,25.4244,68.2811,Pakistan,PK,PAK,Sindh,minor,80000,1586889028
Khewra,Khewra,32.65,73.0167,Pakistan,PK,PAK,Punjab,,80000,1586632141
San Jose,San Jose,13.8772,121.105,Philippines,PH,PHL,Batangas,,79868,1608353630
Paco,Paco,14.583,120.983,Philippines,PH,PHL,Manila,,79839,1608451394
Ban Map Ta Phut,Ban Map Ta Phut,12.7258,101.1722,Thailand,TH,THA,Rayong,,79773,1764852224
Poblacion,Poblacion,6.8,124.63,Philippines,PH,PHL,Sultan Kudarat,minor,79739,1608318645
Tissamaharama,Tissamaharama,6.2765,81.2865,Sri Lanka,LK,LKA,Southern,,79618,1144672530
Patikul,Patikul,6.07,121.1,Philippines,PH,PHL,Sulu,,79564,1608678238
Robles,Robles,10.35,123.07,Philippines,PH,PHL,Negros Occidental,,79492,1608534023
San Isidro,San Isidro,14.4685,121.0118,Philippines,PH,PHL,Parañaque,,79372,1608329833
Mangatarem,Mangatarem,15.7874,120.2921,Philippines,PH,PHL,Pangasinan,,79323,1608841442
Ban Talat Rangsit,Ban Talat Rangsit,13.9833,100.6167,Thailand,TH,THA,Pathum Thani,,79319,1764039814
Phuket,Phuket,7.8881,98.3975,Thailand,TH,THA,Phuket,admin,79308,1764327831
Ban Nong Prue,Ban Nong Prue,12.9228,100.9375,Thailand,TH,THA,Chon Buri,,79258,1764743967
Jaen,Jaen,15.3392,120.9069,Philippines,PH,PHL,Nueva Ecija,,79189,1608058419
Carmen,Carmen,7.2,124.78,Philippines,PH,PHL,Cotabato,,79140,1608666262
Subulussalam,Subulussalam,2.6422,98.0042,Indonesia,ID,IDN,Aceh,,78801,1360306114
Pagbilao,Pagbilao,13.972,121.687,Philippines,PH,PHL,Quezon,,78700,1608158304
Bauang,Bauang,16.53,120.33,Philippines,PH,PHL,La Union,,78449,1608237333
Dinga,Dinga,32.641,73.7243,Pakistan,PK,PAK,Punjab,,78422,1586527774
Pototan,Pototan,10.95,122.63,Philippines,PH,PHL,Iloilo,,78298,1608792754
Limay,Limay,14.5619,120.5983,Philippines,PH,PHL,Bataan,,78272,1608113327
Bamban,Bamban,15.2742,120.5669,Philippines,PH,PHL,Tarlac,,78260,1608808534
Argao,Argao,9.88,123.6,Philippines,PH,PHL,Cebu,minor,78187,1608797040
Macabebe,Macabebe,14.9081,120.7156,Philippines,PH,PHL,Pampanga,,78151,1608096291
Godāwari̇̄,Godawari,28.91,80.59,Nepal,NP,NPL,Sudūrpashchim,admin,78018,1524020578
Narra,Narra,9.28,118.42,Philippines,PH,PHL,Palawan,,77948,1608000798
Maumere,Maumere,-8.6222,122.2122,Indonesia,ID,IDN,Nusa Tenggara Timur,minor,77909,1360776014
Santa Catalina,Santa Catalina,9.3331,122.8658,Philippines,PH,PHL,Negros Oriental,,77501,1608085821
Hermosa,Hermosa,14.83,120.5,Philippines,PH,PHL,Bataan,,77443,1608543263
Ban Tha Khlong,Ban Tha Khlong,14.0894,100.6236,Thailand,TH,THA,Pathum Thani,,77243,1764699235
Pattoki,Pattoki,31.0167,73.85,Pakistan,PK,PAK,Punjab,,77210,1586235509
Harunabad,Harunabad,29.6097,73.1378,Pakistan,PK,PAK,Punjab,,77206,1586810051
Bustos,Bustos,14.95,120.92,Philippines,PH,PHL,Bulacan,,77199,1608938758
Kabacan,Kabacan,7.12,124.82,Philippines,PH,PHL,Cotabato,,77164,1608578355
Umingan,Umingan,15.9289,120.8419,Philippines,PH,PHL,Pangasinan,,77074,1608046328
Talakag,Talakag,8.2319,124.6025,Philippines,PH,PHL,Bukidnon,,77027,1608541231
Balagtas,Balagtas,14.8145,120.9085,Philippines,PH,PHL,Bulacan,,77018,1608000709
Balkh,Balkh,36.7581,66.8981,Afghanistan,AF,AFG,Balkh,minor,77000,1004654094
Bongabong,Bongabong,12.7469,121.4881,Philippines,PH,PHL,Oriental Mindoro,,76973,1608784210
Usta Muhammad,Usta Muhammad,28.1783,68.0431,Pakistan,PK,PAK,Balochistan,,76753,1586111836
Atambua,Atambua,-9.1061,124.8925,Indonesia,ID,IDN,Nusa Tenggara Timur,minor,76732,1360853693
Virac,Virac,13.58,124.23,Philippines,PH,PHL,Catanduanes,admin,76520,1608265120
Palo,Palo,11.1583,124.9917,Philippines,PH,PHL,Leyte,,76213,1608826823
Infanta,Infanta,14.7425,121.6494,Philippines,PH,PHL,Quezon,,76186,1608594453
Kahror Pakka,Kahror Pakka,29.6236,71.9167,Pakistan,PK,PAK,Punjab,,76098,1586974931
Manaoag,Manaoag,16.0439,120.4856,Philippines,PH,PHL,Pangasinan,,76045,1608599715
Sakon Nakhon,Sakon Nakhon,17.1564,104.1456,Thailand,TH,THA,Sakon Nakhon,admin,76000,1764476362
Toba Tek Singh,Toba Tek Singh,30.9711,72.4825,Pakistan,PK,PAK,Punjab,minor,75943,1586875835
Pilar,Pilar,12.9244,123.6756,Philippines,PH,PHL,Sorsogon,,75793,1608564166
Santa Rosa,Santa Rosa,15.4239,120.9389,Philippines,PH,PHL,Nueva Ecija,,75649,1608266790
Sehwan,Sehwan,26.4193,67.8594,Pakistan,PK,PAK,Sindh,,75167,1586916835
Pinamungahan,Pinamungahan,10.27,123.58,Philippines,PH,PHL,Cebu,,75131,1608414270
Mawatagama,Mawatagama,7.4322,80.4479,Sri Lanka,LK,LKA,North Western,,75081,1144574156
Libon,Libon,13.3,123.4333,Philippines,PH,PHL,Albay,,75073,1608618102
Bugallon,Bugallon,15.92,120.18,Philippines,PH,PHL,Pangasinan,,74962,1608802354
Ubud,Ubud,-8.5069,115.2624,Indonesia,ID,IDN,Bali,,74800,1360332409
Pozorrubio,Pozorrubio,16.12,120.55,Philippines,PH,PHL,Pangasinan,,74729,1608447063
Esperanza,Esperanza,6.7167,124.5167,Philippines,PH,PHL,Sultan Kudarat,,74696,1608191259
Mirpur Mathelo,Mirpur Mathelo,28.0167,69.5333,Pakistan,PK,PAK,Sindh,,74651,1586000335
Dalaguete,Dalaguete,9.7612,123.5349,Philippines,PH,PHL,Cebu,minor,74596,1608288277
Īṭahari̇̄,Itahari,26.6667,87.2833,Nepal,NP,NPL,,,74501,1524696654
Balingasag,Balingasag,8.75,124.78,Philippines,PH,PHL,Misamis Oriental,,74385,1608537192
Brookes Point,Brookes Point,8.78,117.83,Philippines,PH,PHL,Palawan,,73994,1608472411
Kahan,Kahan,29.2982,68.9023,Pakistan,PK,PAK,Balochistan,,73981,1586040347
Sarai Alamgir,Sarai Alamgir,32.9,73.75,Pakistan,PK,PAK,Punjab,,73967,1586338206
Singaparna,Singaparna,-7.3497,108.1106,Indonesia,ID,IDN,Jawa Barat,minor,73965,1360770818
Majalengka,Majalengka,-6.8353,108.2278,Indonesia,ID,IDN,Jawa Barat,minor,73948,1360611152
Samundri,Samundri,31.0625,72.9542,Pakistan,PK,PAK,Punjab,,73911,1586905223
Dumangas,Dumangas,10.83,122.72,Philippines,PH,PHL,Iloilo,,73899,1608791064
Alicia,Alicia,16.7787,121.6972,Philippines,PH,PHL,Isabela,,73874,1608136235
Bat Khela,Bat Khela,34.62,71.97,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,73525,1586033847
Tupi,Tupi,6.33,124.95,Philippines,PH,PHL,South Cotabato,,73459,1608022150
Lala,Lala,7.97,123.75,Philippines,PH,PHL,Lanao del Norte,,73425,1608312825
Jose Abad Santos,Jose Abad Santos,5.92,125.65,Philippines,PH,PHL,Davao Occidental,,73381,1608681407
Ban Plai Bua Phatthana,Ban Plai Bua Phatthana,13.9032,100.3989,Thailand,TH,THA,Pathum Thani,,73369,1764928382
Bagan Si Api-api,Bagan Si Api-api,2.1667,100.8167,Indonesia,ID,IDN,Riau,minor,73360,1360940689
Shakargarh,Shakargarh,32.2628,75.1583,Pakistan,PK,PAK,Punjab,,73160,1586086639
Bula,Bula,13.4694,123.2775,Philippines,PH,PHL,Camarines Sur,,73143,1608911288
Catanauan,Catanauan,13.5917,122.325,Philippines,PH,PHL,Quezon,,72752,1608072794
Carles,Carles,11.57,123.13,Philippines,PH,PHL,Iloilo,,72637,1608210040
Sanwal,Sanwal,27.63,83.65,Nepal,NP,NPL,Lumbinī,,72621,1524197976
San Dionisio,San Dionisio,14.4839,120.9925,Philippines,PH,PHL,Parañaque,,72522,1608848150
Weligama,Weligama,5.975,80.4297,Sri Lanka,LK,LKA,Southern,,72511,1144776498
Nepālgañj,Nepalganj,28.05,81.6167,Nepal,NP,NPL,,,72503,1524207917
Tangalla,Tangalla,6.024,80.7911,Sri Lanka,LK,LKA,Southern,,72500,1144402312
Bacacay,Bacacay,13.2925,123.7917,Philippines,PH,PHL,Albay,,72485,1608847770
Sipalay,Sipalay,9.75,122.4,Philippines,PH,PHL,Negros Occidental,,72448,1608396492
Dambulla,Dambulla,7.86,80.6517,Sri Lanka,LK,LKA,Central,,72306,1144340825
Oroquieta,Oroquieta,8.48,123.8,Philippines,PH,PHL,Misamis Occidental,admin,72301,1608239509
San Fernando,San Fernando,10.17,123.7,Philippines,PH,PHL,Cebu,,72224,1608073409
Camalig,Camalig,13.13,123.67,Philippines,PH,PHL,Albay,,72042,1608361656
Sakrand,Sakrand,26.1381,68.2731,Pakistan,PK,PAK,Sindh,,72040,1586485600
Borongan,Borongan,11.6094,125.4361,Philippines,PH,PHL,Eastern Samar,admin,71961,1608990192
Gumaca,Gumaca,13.921,122.1002,Philippines,PH,PHL,Quezon,,71942,1608989555
Calauag,Calauag,13.9575,122.2875,Philippines,PH,PHL,Quezon,,71809,1608371509
Kresek,Kresek,-6.1314,106.38,Indonesia,ID,IDN,Jawa Barat,,71795,1360535530
Sambrial,Sambrial,32.16,74.4,Pakistan,PK,PAK,Punjab,,71766,1586539893
Mānikganj,Manikganj,23.8614,90.0003,Bangladesh,BD,BGD,Dhaka,,71698,1050452657
Tarīn Kōṯ,Tarin Kot,32.6267,65.8733,Afghanistan,AF,AFG,Uruzgān,admin,71604,1004893931
Pililla,Pililla,14.48,121.3,Philippines,PH,PHL,Rizal,,71535,1608814633
Parang,Parang,5.92,120.92,Philippines,PH,PHL,Sulu,,71495,1608491577
Binalbagan,Binalbagan,10.2,122.87,Philippines,PH,PHL,Negros Occidental,,71407,1608949607
Goa,Goa,13.6983,123.4889,Philippines,PH,PHL,Camarines Sur,,71368,1608724845
Talibon,Talibon,10.12,124.28,Philippines,PH,PHL,Bohol,,71272,1608420317
Waingapu,Waingapu,-9.65,120.2667,Indonesia,ID,IDN,Nusa Tenggara Timur,minor,71218,1360882365
Morong,Morong,14.5127,121.2385,Philippines,PH,PHL,Rizal,,71151,1608636821
Hala,Hala,25.81,68.43,Pakistan,PK,PAK,Sindh,,71094,1586002765
Sihanoukville,Sihanoukville,10.6333,103.5,Cambodia,KH,KHM,Preah Sihanouk,admin,71082,1116098692
Mauban,Mauban,14.1911,121.7308,Philippines,PH,PHL,Quezon,,71081,1608083644
Alabang,Alabang,14.4184,121.0385,Philippines,PH,PHL,Muntinlupa,,71075,1608950948
Samraong,Samraong,14.25,103.5833,Cambodia,KH,KHM,Oddar Meanchey,admin,70944,1116989175
Gwadar,Gwadar,25.1264,62.3225,Pakistan,PK,PAK,Balochistan,minor,70852,1586857142
Tumauini,Tumauini,17.27,121.8,Philippines,PH,PHL,Isabela,,70743,1608685501
Gardēz,Gardez,33.6,69.2169,Afghanistan,AF,AFG,Paktiyā,admin,70641,1004468894
Poblacion,Poblacion,10.25,123.95,Philippines,PH,PHL,Cebu,,70595,1608772527
Shujaabad,Shujaabad,29.8792,71.3028,Pakistan,PK,PAK,Punjab,,70595,1586679997
Kaukhāli,Kaukhali,22.6333,90.0667,Bangladesh,BD,BGD,Barishal,,70515,1050299194
Pavia,Pavia,10.775,122.5417,Philippines,PH,PHL,Iloilo,,70388,1608401350
Aliaga,Aliaga,15.5036,120.845,Philippines,PH,PHL,Nueva Ecija,,70363,1608044866
Orani,Orani,14.8,120.53,Philippines,PH,PHL,Bataan,,70342,1608338403
Hujra Shah Muqim,Hujra Shah Muqim,30.7333,73.8167,Pakistan,PK,PAK,Punjab,,70204,1586402344
Rizal,Rizal,15.71,121.1047,Philippines,PH,PHL,Nueva Ecija,,70196,1608031788
Tinambac,Tinambac,13.8183,123.3244,Philippines,PH,PHL,Camarines Sur,,70176,1608308136
San Antonio,San Antonio,14.4656,121.0311,Philippines,PH,PHL,Parañaque,,70134,1608229793
Kabirwala,Kabirwala,30.2,70.43,Pakistan,PK,PAK,Punjab,,70123,1586254267
Ko Samui,Ko Samui,9.5,100,Thailand,TH,THA,Surat Thani,minor,70059,1764771934
Talamba,Talamba,30.5255,72.2398,Pakistan,PK,PAK,Punjab,,70000,1586391761
Raha Tiga,Raha Tiga,-4.8311,122.7239,Indonesia,ID,IDN,Sulawesi Tenggara,,69980,1360037142
Raha,Raha,-4.8311,122.7239,Indonesia,ID,IDN,Sulawesi Tenggara,minor,69980,1360221477
Rohri,Rohri,27.6831,68.9,Pakistan,PK,PAK,Sindh,,69920,1586107565
Chiang Rai,Chiang Rai,19.9094,99.8275,Thailand,TH,THA,Chiang Rai,admin,69888,1764748484
Ratnanagar,Ratnanagar,27.5833,84.5,Nepal,NP,NPL,,,69851,1524017473
Roxas,Roxas,10.3197,119.3408,Philippines,PH,PHL,Palawan,,69624,1608957509
Victoria,Victoria,15.5781,120.6819,Philippines,PH,PHL,Tarlac,,69370,1608954565
Don Carlos,Don Carlos,7.6808,124.9953,Philippines,PH,PHL,Bukidnon,,69273,1608683274
Cawayan,Cawayan,11.9303,123.7689,Philippines,PH,PHL,Masbate,,69265,1608114662
Mansehra,Mansehra,34.3339,73.2014,Pakistan,PK,PAK,Khyber Pakhtunkhwa,minor,69085,1586902336
San Pascual,San Pascual,13.8,121.03,Philippines,PH,PHL,Batangas,,69009,1608710457
La Paz,La Paz,15.4431,120.7289,Philippines,PH,PHL,Tarlac,,68952,1608056666
Bagumbayan,Bagumbayan,6.5339,124.5633,Philippines,PH,PHL,Maguindanao,,68947,1608205674
Buenavista,Buenavista,8.97,125.41,Philippines,PH,PHL,Agusan del Norte,,68892,1608153897
Aparri,Aparri,18.3575,121.6372,Philippines,PH,PHL,Cagayan,,68839,1608370398
Indang,Indang,14.2,120.88,Philippines,PH,PHL,Cavite,,68699,1608838014
Alamada,Alamada,7.3868,124.5534,Philippines,PH,PHL,Cotabato,,68659,1608117314
Solok,Solok,-0.7997,100.6661,Indonesia,ID,IDN,Sumatera Barat,,68602,1360178406
San Leonardo,San Leonardo,15.3611,120.9622,Philippines,PH,PHL,Nueva Ecija,,68536,1608550688
Ubon Ratchathani,Ubon Ratchathani,15.2281,104.8594,Thailand,TH,THA,Ubon Ratchathani,admin,68477,1764611048
Mamungan,Mamungan,8.12,124.22,Philippines,PH,PHL,Lanao del Norte,,68465,1608275086
Tangub,Tangub,8.0667,123.75,Philippines,PH,PHL,Misamis Occidental,,68389,1608158776
Bardi̇̄bās,Bardibas,26.9917,85.8917,Nepal,NP,NPL,,,68353,1524003789
Matara,Matara,5.95,80.5333,Sri Lanka,LK,LKA,Southern,,68244,1144127163
Sipocot,Sipocot,13.7675,122.9783,Philippines,PH,PHL,Camarines Sur,,68169,1608134009
Tuburan,Tuburan,10.73,123.83,Philippines,PH,PHL,Cebu,,68167,1608192465
Miagao,Miagao,10.6442,122.2352,Philippines,PH,PHL,Iloilo,,68115,1608200248
Cuyapo,Cuyapo,15.7778,120.6608,Philippines,PH,PHL,Nueva Ecija,,68066,1608467809
Putrajaya,Putrajaya,2.914,101.7019,Malaysia,MY,MYS,Putrajaya,primary,67964,1458000206
Castillejos,Castillejos,14.93,120.2,Philippines,PH,PHL,Zambales,,67889,1608611623
Bayombong,Bayombong,16.48,121.15,Philippines,PH,PHL,Nueva Vizcaya,admin,67714,1608066874
Santa Barbara,Santa Barbara,10.8231,122.5344,Philippines,PH,PHL,Iloilo,,67630,1608991655
Banepā,Banepa,27.6333,85.5167,Nepal,NP,NPL,,,67629,1524404748
Taman Senai,Taman Senai,1.6006,103.6419,Malaysia,MY,MYS,Johor,,67440,1458142462
Lala Musa,Lala Musa,32.7003,73.9578,Pakistan,PK,PAK,Punjab,,67283,1586484801
Bay,Bay,14.18,121.28,Philippines,PH,PHL,Laguna,,67182,1608468352
Pikit,Pikit,7.05,124.67,Philippines,PH,PHL,Cotabato,,67024,1608218990
Lupon,Lupon,6.8969,126.0117,Philippines,PH,PHL,Davao Oriental,minor,66979,1608289249
Bongabon,Bongabon,15.6321,121.1448,Philippines,PH,PHL,Nueva Ecija,,66839,1608482440
Janiuay,Janiuay,10.95,122.5,Philippines,PH,PHL,Iloilo,,66786,1608317775
Botolan,Botolan,15.2896,120.0245,Philippines,PH,PHL,Zambales,,66739,1608875011
Rosales,Rosales,15.8944,120.6328,Philippines,PH,PHL,Pangasinan,,66711,1608568753
La Carlota,La Carlota,10.42,122.92,Philippines,PH,PHL,Negros Occidental,,66664,1608234277
San Mateo,San Mateo,16.88,121.58,Philippines,PH,PHL,Isabela,,66663,1608259452
Opol,Opol,8.52,124.57,Philippines,PH,PHL,Misamis Oriental,,66327,1608552657
Kampung Tengah,Kampung Tengah,1.4836,101.9561,Indonesia,ID,IDN,Riau,,66211,1360731304
Bengkalis,Bengkalis,1.4897,102.0797,Indonesia,ID,IDN,Riau,minor,66211,1360245964
Ban Suan,Ban Suan,13.3516,101.0082,Thailand,TH,THA,Chon Buri,,66092,1764305340
